Row ID,Order ID,Order Date,Ship Date,Customer ID,Product ID,Segment,Ship Mode,Discount,Postal Code,Profit,Quantity,Sales
2572,ORD02572,09-11-2022,13-11-2022,CUST0652,PROD464,Corporate,Second Class,0.28,751001,344.8,3,1329.97
2573,ORD02573,11-03-2021,14-03-2021,CUST0413,PROD887,Home Office,First Class,0.05,160001,178.85,9,640.99
2574,ORD02574,25-07-2021,26-07-2021,CUST0726,PROD191,Consumer,Same Day,0.3,751001,258.88,6,1921.51
2575,ORD02575,05-06-2022,06-06-2022,CUST0767,PROD672,Corporate,Second Class,0.32,452001,352.93,6,314.24
2576,ORD02576,24-10-2022,30-10-2022,CUST0529,PROD945,Corporate,Second Class,0.37,380001,120.68,6,2507.26
2577,ORD02577,20-12-2023,23-12-2023,CUST0492,PROD518,Home Office,Second Class,0.38,560001,214.57,8,1000.92
2578,ORD02578,19-02-2023,20-02-2023,CUST0030,PROD953,Consumer,Standard Class,0.11,400001,267.12,8,2791.87
2579,ORD02579,06-08-2024,08-08-2024,CUST0559,PROD504,Home Office,Second Class,0.14,530001,119.94,3,260.31
2580,ORD02580,23-12-2022,29-12-2022,CUST0016,PROD318,Home Office,Same Day,0.29,400001,75.7,4,146.03
2581,ORD02581,12-12-2023,13-12-2023,CUST0029,PROD725,Corporate,Standard Class,0.46,440001,466.52,9,1275.31
2582,ORD02582,27-05-2023,29-05-2023,CUST0413,PROD719,Consumer,Same Day,0.34,395001,264.51,2,41.29
2583,ORD02583,30-05-2024,31-05-2024,CUST0310,PROD368,Consumer,First Class,0.13,440001,349.78,7,2857.12
2584,ORD02584,06-03-2022,11-03-2022,CUST0655,PROD413,Corporate,Same Day,0.23,462001,428.28,1,491.97
2585,ORD02585,10-12-2024,13-12-2024,CUST0194,PROD384,Consumer,Second Class,0.29,395001,325.08,2,658.2
2586,ORD02586,07-10-2024,14-10-2024,CUST0256,PROD900,Corporate,Standard Class,0.37,160001,164.96,7,674.91
2587,ORD02587,17-11-2024,18-11-2024,CUST0224,PROD724,Home Office,Same Day,0.33,160001,154.25,6,1679.12
2588,ORD02588,13-06-2021,20-06-2021,CUST0513,PROD374,Home Office,First Class,0.25,530001,415.45,4,1927.85
2589,ORD02589,30-12-2024,05-01-2025,CUST0566,PROD372,Corporate,Second Class,0.41,560001,174.78,4,645.65
2590,ORD02590,30-03-2024,05-04-2024,CUST0491,PROD854,Consumer,Same Day,0.03,400001,81.95,5,1670.04
2591,ORD02591,22-03-2021,23-03-2021,CUST0483,PROD467,Consumer,Second Class,0.19,440001,254.5,4,1214.95
2592,ORD02592,18-08-2024,20-08-2024,CUST0222,PROD521,Consumer,First Class,0.13,600001,303.33,6,1974.35
2593,ORD02593,07-08-2021,08-08-2021,CUST0765,PROD903,Consumer,First Class,0.36,400001,370.82,6,757.73
2594,ORD02594,30-01-2023,01-02-2023,CUST0597,PROD508,Home Office,Same Day,0.47,411001,469.67,9,1230.12
2595,ORD02595,19-10-2024,26-10-2024,CUST0524,PROD734,Consumer,Same Day,0.3,462001,-33.74,2,905.88
2596,ORD02596,05-05-2024,10-05-2024,CUST0142,PROD819,Consumer,Same Day,0.1,302001,244.89,1,437.29
2597,ORD02597,06-12-2022,13-12-2022,CUST0584,PROD323,Consumer,Standard Class,0.25,751001,235.74,7,168.4
2598,ORD02598,24-01-2022,28-01-2022,CUST0694,PROD547,Consumer,First Class,0.43,600001,345.84,7,3358.16
2599,ORD02599,25-03-2022,29-03-2022,CUST0580,PROD996,Home Office,First Class,0.4,452001,48.21,1,447.34
2600,ORD02600,03-05-2024,05-05-2024,CUST0541,PROD302,Home Office,Standard Class,0.48,530001,244.07,5,1949.94
2601,ORD02601,27-10-2023,01-11-2023,CUST0686,PROD701,Consumer,Same Day,0.11,302001,412.59,7,2838.05
2602,ORD02602,14-09-2023,17-09-2023,CUST0075,PROD436,Corporate,Second Class,0.11,700001,227.41,7,740.35
2603,ORD02603,06-07-2024,13-07-2024,CUST0524,PROD376,Home Office,First Class,0.04,800001,471.96,7,642.43
2604,ORD02604,02-04-2021,03-04-2021,CUST0452,PROD908,Home Office,Second Class,0.22,411001,394.85,9,3612.34
2605,ORD02605,02-08-2024,09-08-2024,CUST0603,PROD776,Home Office,First Class,0.06,462001,-32.9,4,387.78
2606,ORD02606,10-07-2024,14-07-2024,CUST0048,PROD103,Home Office,Second Class,0.26,226001,83.9,1,39.65
2607,ORD02607,18-02-2021,22-02-2021,CUST0259,PROD948,Home Office,First Class,0.02,600001,229.72,7,1825.3
2608,ORD02608,05-09-2022,10-09-2022,CUST0199,PROD778,Corporate,Standard Class,0.47,411001,236.8,3,302.34
2609,ORD02609,28-03-2021,01-04-2021,CUST0181,PROD162,Home Office,Same Day,0.41,160001,301.5,1,247.56
2610,ORD02610,25-10-2021,29-10-2021,CUST0782,PROD431,Corporate,Same Day,0.18,462001,53.82,8,3909.55
2611,ORD02611,06-01-2022,08-01-2022,CUST0231,PROD409,Home Office,First Class,0.44,695001,325.41,8,961.46
2612,ORD02612,24-04-2021,28-04-2021,CUST0622,PROD512,Consumer,First Class,0.01,400001,214.03,7,762.1
2613,ORD02613,30-08-2023,03-09-2023,CUST0481,PROD918,Home Office,First Class,0.44,462001,-47.9,6,1220.48
2614,ORD02614,13-07-2024,17-07-2024,CUST0689,PROD234,Home Office,Same Day,0.18,462001,288.61,6,663.43
2615,ORD02615,19-09-2022,24-09-2022,CUST0641,PROD468,Home Office,Standard Class,0.01,500001,160.82,5,876.51
2616,ORD02616,25-10-2023,27-10-2023,CUST0286,PROD121,Consumer,Same Day,0.15,302001,490.06,5,361.34
2617,ORD02617,07-07-2022,12-07-2022,CUST0597,PROD178,Consumer,Same Day,0.29,781001,112.03,6,237.45
2618,ORD02618,20-06-2021,23-06-2021,CUST0300,PROD734,Consumer,Standard Class,0.08,411001,377.16,1,43.16
2619,ORD02619,21-04-2022,22-04-2022,CUST0325,PROD580,Corporate,Second Class,0.42,700001,-5.76,2,437.76
2620,ORD02620,09-02-2021,10-02-2021,CUST0016,PROD461,Corporate,Second Class,0.46,160001,246.39,2,970.42
2621,ORD02621,18-10-2022,19-10-2022,CUST0706,PROD659,Consumer,Second Class,0.36,781001,454.12,6,1099.37
2622,ORD02622,01-08-2023,06-08-2023,CUST0291,PROD833,Consumer,First Class,0.32,695001,211.3,1,404.79
2623,ORD02623,22-06-2022,29-06-2022,CUST0067,PROD425,Consumer,Same Day,0.03,781001,282.53,1,208.64
2624,ORD02624,27-05-2023,28-05-2023,CUST0538,PROD406,Corporate,Standard Class,0,452001,-30.86,3,570.76
2625,ORD02625,24-07-2024,27-07-2024,CUST0261,PROD384,Consumer,Second Class,0.32,226001,94.46,6,1836.72
2626,ORD02626,01-12-2022,04-12-2022,CUST0271,PROD854,Corporate,First Class,0.35,400001,-23.03,7,1981.05
2627,ORD02627,07-10-2022,10-10-2022,CUST0652,PROD780,Corporate,Second Class,0.08,462001,339.9,5,1044.15
2628,ORD02628,05-05-2022,08-05-2022,CUST0274,PROD610,Home Office,Standard Class,0.35,452001,357.5,2,51.45
2629,ORD02629,02-11-2022,08-11-2022,CUST0535,PROD843,Consumer,Same Day,0.31,395001,221.35,7,1386.09
2630,ORD02630,14-05-2022,17-05-2022,CUST0468,PROD833,Home Office,Same Day,0.35,400001,101.43,8,1343.6
2631,ORD02631,27-05-2022,28-05-2022,CUST0673,PROD960,Corporate,Standard Class,0.42,700001,308.71,8,1402.34
2632,ORD02632,05-11-2023,12-11-2023,CUST0713,PROD890,Consumer,Second Class,0.41,411001,215.44,9,2761.65
2633,ORD02633,17-11-2023,21-11-2023,CUST0480,PROD738,Consumer,First Class,0.42,411001,-36.82,2,91.8
2634,ORD02634,05-09-2022,09-09-2022,CUST0556,PROD478,Consumer,Standard Class,0.47,380001,47.02,3,136.46
2635,ORD02635,04-10-2021,10-10-2021,CUST0475,PROD233,Home Office,Second Class,0.13,380001,272.5,9,3002.56
2636,ORD02636,09-01-2022,14-01-2022,CUST0031,PROD374,Home Office,Same Day,0.21,781001,157.19,7,347.01
2637,ORD02637,14-01-2021,20-01-2021,CUST0318,PROD718,Corporate,Same Day,0.16,500001,224.37,4,1930.05
2638,ORD02638,19-03-2021,20-03-2021,CUST0570,PROD626,Consumer,Standard Class,0.37,411001,-7.71,6,666.48
2639,ORD02639,29-12-2022,31-12-2022,CUST0763,PROD619,Home Office,First Class,0.39,695001,345.27,5,750.89
2640,ORD02640,08-08-2022,15-08-2022,CUST0788,PROD774,Consumer,First Class,0.32,695001,253.54,2,155.5
2641,ORD02641,09-02-2024,15-02-2024,CUST0435,PROD174,Home Office,Standard Class,0.33,600001,272.63,5,2442.23
2642,ORD02642,17-10-2021,23-10-2021,CUST0557,PROD947,Consumer,Second Class,0.46,462001,152.95,1,465.88
2643,ORD02643,07-01-2023,10-01-2023,CUST0178,PROD226,Corporate,First Class,0.37,395001,312.27,3,37.99
2644,ORD02644,24-01-2023,26-01-2023,CUST0107,PROD854,Consumer,First Class,0.03,462001,252.59,2,192.52
2645,ORD02645,08-08-2021,11-08-2021,CUST0328,PROD204,Corporate,First Class,0.17,226001,319.44,2,353.86
2646,ORD02646,14-06-2023,17-06-2023,CUST0055,PROD914,Home Office,First Class,0.19,781001,390.38,7,300.79
2647,ORD02647,10-10-2021,14-10-2021,CUST0077,PROD327,Home Office,First Class,0.43,400001,264.37,9,3467.25
2648,ORD02648,01-04-2023,04-04-2023,CUST0374,PROD400,Home Office,Second Class,0.44,380001,308.52,5,1229.15
2649,ORD02649,24-04-2024,25-04-2024,CUST0086,PROD125,Home Office,First Class,0.11,800001,433.24,3,983.04
2650,ORD02650,02-07-2021,07-07-2021,CUST0053,PROD960,Home Office,Same Day,0.49,500001,217.23,9,1136.53
2651,ORD02651,11-02-2021,15-02-2021,CUST0620,PROD235,Home Office,Standard Class,0.24,160001,491.77,7,3369.89
2652,ORD02652,04-01-2022,08-01-2022,CUST0401,PROD271,Home Office,Same Day,0.07,695001,-0.85,3,225.67
2653,ORD02653,03-08-2024,09-08-2024,CUST0411,PROD853,Corporate,Standard Class,0.19,110001,78.33,7,628.7
2654,ORD02654,04-06-2022,11-06-2022,CUST0136,PROD477,Corporate,Standard Class,0.18,400001,277.26,5,976.9
2655,ORD02655,03-08-2021,07-08-2021,CUST0124,PROD800,Consumer,Second Class,0.27,700001,54.92,5,2200.59
2656,ORD02656,13-10-2021,17-10-2021,CUST0382,PROD736,Consumer,First Class,0.48,800001,239.74,8,1826.48
2657,ORD02657,10-09-2022,11-09-2022,CUST0172,PROD311,Corporate,First Class,0.06,160001,54.5,1,430.11
2658,ORD02658,22-04-2021,28-04-2021,CUST0078,PROD228,Corporate,Second Class,0.07,560001,44.82,9,3064.86
2659,ORD02659,23-11-2021,25-11-2021,CUST0622,PROD855,Home Office,Standard Class,0.49,440001,69.7,1,18.07
2660,ORD02660,05-07-2022,07-07-2022,CUST0470,PROD938,Corporate,Standard Class,0.05,462001,34.43,6,1970.48
2661,ORD02661,05-10-2022,11-10-2022,CUST0082,PROD303,Consumer,Same Day,0.39,600001,402.83,2,452.37
2662,ORD02662,04-04-2024,09-04-2024,CUST0093,PROD433,Consumer,Same Day,0.05,411001,129.81,8,89.35
2663,ORD02663,31-07-2024,07-08-2024,CUST0320,PROD478,Home Office,First Class,0.48,380001,44.37,7,1107.74
2664,ORD02664,24-01-2024,26-01-2024,CUST0077,PROD864,Corporate,First Class,0.32,440001,41,3,940.78
2665,ORD02665,20-05-2023,25-05-2023,CUST0040,PROD837,Corporate,First Class,0.14,302001,67.62,4,1083.25
2666,ORD02666,08-11-2021,15-11-2021,CUST0137,PROD119,Consumer,Standard Class,0.11,160001,361.98,9,545.34
2667,ORD02667,14-11-2024,21-11-2024,CUST0760,PROD621,Corporate,Standard Class,0.21,395001,8.96,2,640.84
2668,ORD02668,21-03-2021,26-03-2021,CUST0732,PROD606,Consumer,Standard Class,0.31,160001,196.14,1,257.89
2669,ORD02669,11-04-2021,17-04-2021,CUST0006,PROD614,Corporate,Second Class,0.48,440001,400.1,4,729.23
2670,ORD02670,20-04-2022,25-04-2022,CUST0107,PROD410,Home Office,First Class,0.47,530001,161.67,3,1036.04
2671,ORD02671,02-03-2021,08-03-2021,CUST0010,PROD990,Home Office,Same Day,0.37,800001,36.02,5,2037.75
2672,ORD02672,10-07-2021,17-07-2021,CUST0788,PROD462,Home Office,First Class,0.48,700001,356.81,5,1722.56
2673,ORD02673,10-08-2022,15-08-2022,CUST0098,PROD702,Home Office,Same Day,0.46,395001,147.2,9,1638.4
2674,ORD02674,01-05-2021,06-05-2021,CUST0574,PROD922,Corporate,Same Day,0.43,452001,170.27,8,1568.68
2675,ORD02675,12-06-2024,14-06-2024,CUST0231,PROD586,Consumer,First Class,0.4,462001,100.49,2,188.8
2676,ORD02676,27-07-2022,02-08-2022,CUST0740,PROD365,Home Office,First Class,0.42,411001,277.76,2,105.5
2677,ORD02677,01-07-2022,05-07-2022,CUST0392,PROD257,Consumer,Standard Class,0.1,600001,80.58,8,1394.17
2678,ORD02678,09-03-2021,13-03-2021,CUST0520,PROD377,Consumer,Second Class,0.34,800001,-20.97,4,1004.99
2679,ORD02679,10-07-2022,11-07-2022,CUST0558,PROD101,Home Office,Standard Class,0.26,160001,99.04,1,423.51
2680,ORD02680,05-02-2022,06-02-2022,CUST0445,PROD162,Consumer,Same Day,0.17,751001,95.1,7,2382.74
2681,ORD02681,20-01-2024,25-01-2024,CUST0454,PROD828,Consumer,First Class,0.34,302001,133.38,7,1376.83
2682,ORD02682,11-03-2022,12-03-2022,CUST0561,PROD733,Consumer,First Class,0.42,462001,76.43,2,363.14
2683,ORD02683,22-06-2022,29-06-2022,CUST0775,PROD690,Consumer,Second Class,0.11,781001,27.93,2,633.98
2684,ORD02684,15-03-2022,17-03-2022,CUST0457,PROD105,Consumer,Standard Class,0.33,800001,449.86,7,2850.15
2685,ORD02685,02-01-2022,08-01-2022,CUST0191,PROD151,Home Office,Second Class,0.29,226001,151.57,3,387.6
2686,ORD02686,29-03-2023,03-04-2023,CUST0587,PROD975,Consumer,Standard Class,0.22,302001,363.62,8,720.75
2687,ORD02687,31-03-2023,06-04-2023,CUST0739,PROD494,Corporate,Same Day,0.25,695001,412.35,3,107.32
2688,ORD02688,27-04-2023,28-04-2023,CUST0734,PROD447,Corporate,Second Class,0.11,411001,462.35,3,524.22
2689,ORD02689,20-04-2024,21-04-2024,CUST0710,PROD168,Corporate,Standard Class,0.37,700001,18.48,1,464.05
2690,ORD02690,07-12-2021,12-12-2021,CUST0166,PROD493,Corporate,First Class,0.19,411001,128.84,9,325.93
2691,ORD02691,28-10-2023,03-11-2023,CUST0052,PROD433,Home Office,Second Class,0.23,700001,-26.14,8,154.33
2692,ORD02692,17-08-2024,19-08-2024,CUST0058,PROD393,Corporate,First Class,0.22,500001,-34.12,8,1384.53
2693,ORD02693,27-09-2022,03-10-2022,CUST0052,PROD141,Home Office,Standard Class,0.36,600001,410.4,3,343.31
2694,ORD02694,26-01-2022,02-02-2022,CUST0251,PROD720,Home Office,Second Class,0.24,781001,246.87,3,170.42
2695,ORD02695,20-09-2021,26-09-2021,CUST0014,PROD110,Home Office,Same Day,0.5,462001,266.09,3,1253.93
2696,ORD02696,28-11-2022,30-11-2022,CUST0642,PROD511,Corporate,Second Class,0.04,411001,297.79,6,2266.38
2697,ORD02697,09-07-2024,14-07-2024,CUST0034,PROD366,Corporate,Second Class,0.36,700001,127.76,6,492.05
2698,ORD02698,01-03-2022,02-03-2022,CUST0226,PROD413,Home Office,Same Day,0.25,452001,-44.1,4,1562.05
2699,ORD02699,11-10-2021,15-10-2021,CUST0785,PROD932,Home Office,Standard Class,0.16,700001,467.45,6,1593.93
2700,ORD02700,31-10-2021,05-11-2021,CUST0023,PROD645,Consumer,First Class,0.29,411001,246.45,2,573.06
2701,ORD02701,30-12-2022,01-01-2023,CUST0035,PROD123,Corporate,Standard Class,0.45,695001,103.41,7,256.07
2702,ORD02702,13-07-2022,17-07-2022,CUST0326,PROD408,Consumer,Second Class,0.46,462001,123.97,1,393.18
2703,ORD02703,18-07-2024,22-07-2024,CUST0451,PROD292,Home Office,Same Day,0.38,462001,299.68,8,2385.05
2704,ORD02704,08-12-2021,12-12-2021,CUST0130,PROD517,Consumer,Same Day,0.2,800001,190.02,4,530.17
2705,ORD02705,01-12-2022,03-12-2022,CUST0295,PROD114,Consumer,Second Class,0.1,395001,104.9,4,552.56
2706,ORD02706,02-05-2024,09-05-2024,CUST0050,PROD569,Home Office,Same Day,0.07,452001,208.96,2,211.41
2707,ORD02707,29-02-2024,02-03-2024,CUST0402,PROD587,Consumer,Same Day,0.33,700001,385.46,3,979.1
2708,ORD02708,31-05-2022,06-06-2022,CUST0077,PROD820,Home Office,Same Day,0.32,160001,420.19,3,654.04
2709,ORD02709,03-01-2022,06-01-2022,CUST0201,PROD207,Home Office,Same Day,0.09,500001,131.15,3,186.06
2710,ORD02710,10-02-2023,15-02-2023,CUST0396,PROD410,Consumer,Standard Class,0.34,781001,88.3,3,290.46
2711,ORD02711,23-03-2024,27-03-2024,CUST0614,PROD983,Consumer,Same Day,0.42,700001,169.12,8,3507.21
2712,ORD02712,19-08-2021,25-08-2021,CUST0376,PROD532,Consumer,Second Class,0.21,160001,466.57,1,357.36
2713,ORD02713,23-12-2022,26-12-2022,CUST0658,PROD476,Consumer,First Class,0.09,226001,-10.88,1,195.49
2714,ORD02714,24-07-2021,31-07-2021,CUST0105,PROD313,Home Office,Standard Class,0.41,395001,474.15,3,939.91
2715,ORD02715,05-10-2023,09-10-2023,CUST0395,PROD424,Consumer,Standard Class,0.41,452001,37.3,3,1419.18
2716,ORD02716,19-11-2024,21-11-2024,CUST0477,PROD189,Corporate,Standard Class,0.24,500001,370.4,1,50.19
2717,ORD02717,07-03-2023,12-03-2023,CUST0393,PROD858,Consumer,Standard Class,0.25,226001,239.04,2,224.79
2718,ORD02718,17-06-2021,24-06-2021,CUST0545,PROD781,Corporate,Standard Class,0.2,226001,357.66,5,1050.66
2719,ORD02719,02-12-2024,07-12-2024,CUST0484,PROD120,Consumer,Standard Class,0.27,226001,318.88,9,2936.87
2720,ORD02720,03-06-2023,08-06-2023,CUST0547,PROD330,Corporate,Standard Class,0.26,700001,332.76,4,1108.06
2721,ORD02721,25-01-2022,01-02-2022,CUST0078,PROD703,Consumer,Same Day,0.04,395001,159.54,2,617.7
2722,ORD02722,25-03-2022,30-03-2022,CUST0209,PROD379,Corporate,Standard Class,0.05,395001,239.04,1,177.95
2723,ORD02723,07-03-2024,08-03-2024,CUST0655,PROD968,Consumer,Second Class,0.24,395001,485.23,6,839.62
2724,ORD02724,10-12-2024,11-12-2024,CUST0064,PROD955,Corporate,Standard Class,0.31,700001,147.49,5,1754.61
2725,ORD02725,27-10-2021,29-10-2021,CUST0578,PROD342,Corporate,Same Day,0.2,226001,44.16,3,575.87
2726,ORD02726,13-10-2021,17-10-2021,CUST0541,PROD183,Corporate,Standard Class,0.22,600001,80.27,3,248.71
2727,ORD02727,23-07-2022,24-07-2022,CUST0593,PROD658,Home Office,First Class,0.43,226001,466.92,6,2405.33
2728,ORD02728,19-09-2021,24-09-2021,CUST0059,PROD796,Corporate,First Class,0.23,160001,-22.13,9,1181.92
2729,ORD02729,03-08-2021,04-08-2021,CUST0425,PROD173,Corporate,Second Class,0.29,530001,441.47,5,221.24
2730,ORD02730,30-04-2022,01-05-2022,CUST0548,PROD925,Home Office,Standard Class,0.11,110001,485.82,6,2802.01
2731,ORD02731,04-05-2021,09-05-2021,CUST0139,PROD108,Corporate,Same Day,0.17,695001,151.99,3,179.9
2732,ORD02732,11-07-2022,14-07-2022,CUST0485,PROD300,Home Office,Second Class,0.42,700001,-28.31,7,2034.77
2733,ORD02733,25-01-2024,27-01-2024,CUST0156,PROD303,Home Office,Second Class,0.11,700001,34.97,2,707.05
2734,ORD02734,31-01-2023,04-02-2023,CUST0659,PROD186,Consumer,Second Class,0.27,302001,68.68,3,474.47
2735,ORD02735,28-11-2021,04-12-2021,CUST0396,PROD434,Consumer,Same Day,0.32,462001,17.43,8,1101.53
2736,ORD02736,21-11-2023,23-11-2023,CUST0258,PROD228,Home Office,Second Class,0.34,695001,485.35,4,1210.35
2737,ORD02737,12-04-2023,16-04-2023,CUST0542,PROD528,Consumer,First Class,0.1,110001,160.44,5,1810.71
2738,ORD02738,09-05-2021,16-05-2021,CUST0754,PROD116,Consumer,Standard Class,0.11,462001,323.99,7,1531.32
2739,ORD02739,25-12-2021,01-01-2022,CUST0097,PROD848,Corporate,Standard Class,0.28,440001,51.14,8,2452.94
2740,ORD02740,05-11-2022,06-11-2022,CUST0056,PROD691,Corporate,Same Day,0.17,226001,249.3,1,349.51
2741,ORD02741,01-12-2022,06-12-2022,CUST0106,PROD352,Corporate,Standard Class,0.15,302001,359.48,8,2939.71
2742,ORD02742,30-01-2021,03-02-2021,CUST0029,PROD439,Consumer,First Class,0.34,411001,-24.6,1,210.31
2743,ORD02743,25-05-2022,01-06-2022,CUST0734,PROD173,Consumer,Same Day,0.1,530001,37.1,8,3217.03
2744,ORD02744,06-05-2024,08-05-2024,CUST0096,PROD786,Corporate,Second Class,0.34,452001,402.19,6,146.94
2745,ORD02745,02-05-2023,05-05-2023,CUST0767,PROD619,Corporate,First Class,0.34,560001,258.41,2,168.93
2746,ORD02746,17-05-2024,20-05-2024,CUST0288,PROD615,Home Office,Same Day,0.08,462001,52.27,7,2450.48
2747,ORD02747,29-08-2021,30-08-2021,CUST0239,PROD954,Home Office,Same Day,0.32,751001,38.68,4,362.44
2748,ORD02748,28-08-2021,31-08-2021,CUST0690,PROD723,Consumer,Same Day,0.33,700001,183.93,6,1852.69
2749,ORD02749,18-09-2022,20-09-2022,CUST0039,PROD941,Corporate,Standard Class,0.04,560001,414.31,4,858.36
2750,ORD02750,10-06-2022,12-06-2022,CUST0138,PROD184,Consumer,Second Class,0.45,395001,468.45,2,982.52
2751,ORD02751,03-11-2023,04-11-2023,CUST0605,PROD584,Home Office,Same Day,0.37,302001,496.6,3,809.66
2752,ORD02752,25-05-2024,28-05-2024,CUST0272,PROD982,Corporate,Standard Class,0.43,781001,247.67,9,202.22
2753,ORD02753,12-06-2022,14-06-2022,CUST0514,PROD935,Consumer,Standard Class,0.3,462001,206.4,7,533.12
2754,ORD02754,12-05-2021,19-05-2021,CUST0394,PROD240,Consumer,Second Class,0.23,160001,90.57,6,1486.74
2755,ORD02755,06-11-2024,09-11-2024,CUST0477,PROD930,Home Office,Standard Class,0.37,500001,429.58,6,1556.95
2756,ORD02756,21-06-2023,26-06-2023,CUST0687,PROD580,Home Office,Same Day,0.06,530001,243.5,5,1630.85
2757,ORD02757,22-12-2023,26-12-2023,CUST0523,PROD498,Corporate,Second Class,0.08,700001,3.53,8,3289.89
2758,ORD02758,24-09-2022,01-10-2022,CUST0797,PROD293,Corporate,Second Class,0.25,695001,83.16,4,786.44
2759,ORD02759,23-10-2023,25-10-2023,CUST0416,PROD605,Home Office,First Class,0.02,395001,331.4,2,657.87
2760,ORD02760,02-05-2021,09-05-2021,CUST0231,PROD177,Corporate,Same Day,0.37,110001,400.11,7,1023.79
2761,ORD02761,18-05-2021,23-05-2021,CUST0423,PROD220,Consumer,Second Class,0.07,500001,92.81,4,625.32
2762,ORD02762,21-02-2023,25-02-2023,CUST0422,PROD206,Home Office,Same Day,0.12,226001,472.57,3,768.26
2763,ORD02763,02-11-2022,07-11-2022,CUST0089,PROD648,Corporate,Standard Class,0.25,380001,229.46,9,3391.42
2764,ORD02764,04-01-2021,06-01-2021,CUST0774,PROD426,Home Office,Same Day,0.45,440001,475.54,4,545.57
2765,ORD02765,03-10-2022,05-10-2022,CUST0650,PROD306,Consumer,Second Class,0.15,700001,62.83,5,1772.07
2766,ORD02766,05-12-2024,12-12-2024,CUST0039,PROD876,Consumer,Same Day,0.32,160001,485.42,4,153.26
2767,ORD02767,11-01-2022,15-01-2022,CUST0585,PROD536,Corporate,Same Day,0.16,800001,470.09,8,2469.98
2768,ORD02768,31-10-2021,04-11-2021,CUST0008,PROD185,Corporate,First Class,0.02,302001,348.13,2,37.12
2769,ORD02769,30-10-2021,04-11-2021,CUST0800,PROD646,Consumer,Same Day,0.43,160001,476.61,3,352.33
2770,ORD02770,10-09-2021,17-09-2021,CUST0764,PROD196,Corporate,Standard Class,0.08,695001,59.38,7,2856.23
2771,ORD02771,23-11-2022,30-11-2022,CUST0679,PROD104,Home Office,First Class,0.3,110001,6.17,9,391.64
2772,ORD02772,15-02-2021,18-02-2021,CUST0647,PROD216,Corporate,Standard Class,0.34,400001,102.4,5,520.56
2773,ORD02773,09-02-2022,14-02-2022,CUST0613,PROD786,Home Office,Standard Class,0.12,751001,53.27,5,1755.09
2774,ORD02774,25-11-2023,01-12-2023,CUST0187,PROD237,Home Office,Standard Class,0.5,411001,480.21,2,386.3
2775,ORD02775,02-12-2024,09-12-2024,CUST0013,PROD185,Corporate,First Class,0.25,700001,292.31,7,3457.58
2776,ORD02776,08-07-2024,15-07-2024,CUST0522,PROD293,Consumer,Same Day,0.06,160001,146.68,8,3166.96
